"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5608","8.5608","-80.1568","-80.1568","SAE","","","s_CY-06-02-06-4A [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.15","0.22","","16","","","","2.23","4.11","0.98","0.06","","1.39","4.01","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","39","40","","","","","","15","736","4.76","77.84","2.24","","","","","","","","","","","","","552.06","8.41","17.31","1.89","7.19","1.4","0.54","1.36","0.23","0.9","0.12","0.19","","0.39","0.03","1.81","0.09","","","","","","","","","5.14","","2.1","1.21","","","","","","","","","","","","","","","","","","","","","","","","","568171",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5608","8.5608","-80.1568","-80.1568","SAE","","","s_CY-06-02-06-4B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.61","0.23","","15.69","","","","2.29","3.97","0.99","0.06","","1.42","4.02","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","27","39","","","","","","15","703","4.68","75.89","2.26","","","","","","","","","","","","","555.67","8.24","17.19","1.91","7.16","1.49","0.52","1.34","0.24","0.88","0.14","0.2","","0.44","0.03","1.84","0.12","","","","","","","","","4.82","","1.95","1.15","","","","","","","","","","","","","","","","","","","","","","","","","568172",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5608","8.5608","-80.1568","-80.1568","SAE","","","s_CY-06-02-06-4C [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.81","0.23","","15.99","","","","2.35","4.05","1.03","0.07","","1.43","4.13","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","15","39","","","","","","15","718","4.84","75.99","2.27","","","","","","","","","","","","","561.59","8.56","17.83","1.96","7.49","1.49","0.56","1.37","0.23","0.84","0.14","0.22","","0.41","0.03","1.75","0.09","","","","","","","","","5.23","","1.99","1.39","","","","","","","","","","","","","","","","","","","","","","","","","568173",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.4859","8.4859","-80.0208","-80.0208","SAE","","","s_EE-05-20-06-02 [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","69.52","0.24","","16.54","","","","2.31","4.04","1.02","0.06","","1.82","4.11","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","31","39","","","","","","16","749","4.6","80","2.36","","","","","","","","","","","","","520.61","7.6","16.78","1.86","7.25","1.39","0.53","1.34","0.24","0.86","0.13","0.21","","0.34","0.04","1.88","0.22","","","","","","","","","4.38","","2.3","1.75","","","","","","","","","","","","","","","","","","","","","","","","","568174",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5508","8.5508","-80.0157","-80.0157","SAE","","","s_GT-05-30-06-02C [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.49","0.21","","16.68","","","","2.31","3.91","0.96","0.07","","1.22","4.19","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","24","40","","","","","","16","675","6.29","68.72","2.51","","","","","","","","","","","","","619.7","7.26","16.24","1.76","6.78","1.59","0.57","1.48","0.27","1.07","0.19","0.5","","0.68","0.04","1.66","0.12","","","","","","","","","5.38","","1.14","0.97","","","","","","","","","","","","","","","","","","","","","","","","","568175",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5549","8.5549","-80.0185","-80.0185","SAE","","","s_GT-05-30-06-03 [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.61","0.23","","17.36","","","","2.5","4.16","1.03","0.07","","1.21","4.16","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","29","39","","","","","","16","727","5.73","66.6","2.2","","","","","","","","","","","","","564.4","7.6","15.97","1.87","7.48","1.61","0.56","1.5","0.25","1","0.17","0.27","","0.53","0.04","1.59","0.08","","","","","","","","","4.91","","1.15","0.77","","","","","","","","","","","","","","","","","","","","","","","","","568176",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.84","0.21","","16.64","","","","2.34","4.11","0.96","0.07","","1.2","4.08","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","14","37","","","","","","15","714","4.96","65.69","2.29","","","","","","","","","","","","","541.43","7.02","15.28","1.64","6.34","1.46","0.55","1.29","0.23","0.92","0.16","0.23","","0.51","0.04","1.56","0.12","","","","","","","","","5.05","","1.09","1.16","","","","","","","","","","","","","","","","","","","","","","","","","568177",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1C [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","69.16","0.22","","17.17","","","","2.26","4.11","1.05","0.06","","1.39","4.24","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","31","38","","","","","","18","681","5.45","73","2.45","","","","","","","","","","","","","579.41","7.41","16.2","1.76","6.8","1.49","0.54","1.36","0.24","0.95","0.16","0.39","","0.53","0.03","1.55","0.12","","","","","","","","","4.88","","1.05","0.93","","","","","","","","","","","","","","","","","","","","","","","","","568178",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1D [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.83","0.22","","16.77","","","","2.36","4.13","0.97","0.07","","1.2","4.13","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","21","39","","","","","","14","715","5.47","66.24","1.93","","","","","","","","","","","","","531.09","7.21","14.37","1.63","6.61","1.39","0.71","1.49","0.21","0.98","0.18","0.37","","0.55","0.04","1.58","0.07","","","","","","","","","3.78","","1.11","0.78","","","","","","","","","","","","","","","","","","","","","","","","","568179",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1E [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.25","0.2","","16.05","","","","2.2","3.93","0.96","0.06","","1.33","4.07","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","36","","","","","","17","697","4.76","60.33","2.12","","","","","","","","","","","","","558.5","7.33","15.28","1.67","6.46","1.36","0.49","1.31","0.23","0.89","0.12","0.23","","0.46","0.03","1.52","0.09","","","","","","","","","4.71","","1.13","0.78","","","","","","","","","","","","","","","","","","","","","","","","","568180",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5508","8.5508","-80.0157","-80.0157","SAE","","","s_GT-05-30-06-2D [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","64.98","0.23","","17.61","","","","2.5","4.11","0.96","0.07","","1.15","4.15","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","32","41","","","","","","16","703","5.87","73.52","2.44","","","","","","","","","","","","","638.35","7.82","17.03","1.86","6.84","1.6","0.64","1.5","0.28","1.03","0.2","0.25","","0.55","0.07","1.71","0.12","","","","","","","","","5.51","","1.03","0.97","","","","","","","","","","","","","","","","","","","","","","","","","568181",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5679","8.5679","-80.0294","-80.0294","SAE","","","s_GT-05-30-06-4A [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.1","0.2","","16.72","","","","2.22","3.84","0.93","0.07","","1.21","4.17","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","16","38","","","","","","15","668","6.92","70.5","2.06","","","","","","","","","","","","","573.83","7.47","13.99","1.69","7.1","1.71","0.56","1.65","0.24","1.15","0.22","0.58","","0.76","0.06","1.65","0.11","","","","","","","","","5.04","","1.05","0.94","","","","","","","","","","","","","","","","","","","","","","","","","568182",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5679","8.5679","-80.0294","-80.0294","SAE","","","s_GT-05-30-06-1C [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.47","0.21","","17.15","","","","2.36","4.21","1","0.07","","1.22","4.15","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","11","41","","","","","","14","740","5.45","65.9","2.45","","","","","","","","","","","","","579.41","7.41","16.2","1.76","6.8","1.49","0.54","1.36","0.24","0.95","0.16","0.39","","0.53","0.03","1.55","0.12","","","","","","","","","4.88","","1.05","0.93","","","","","","","","","","","","","","","","","","","","","","","","","568183",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-02 [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","68.99","0.22","","17.31","","","","2.4","4.06","1","0.07","","1.27","4.35","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","24","40","","","","","","16","675","5.58","73","2.95","","","","","","","","","","","","","635.95","7.41","16.96","1.88","7.35","1.49","0.54","1.41","0.21","0.94","0.16","0.31","","0.5","0.05","1.67","0.25","","","","","","","","","4.86","","1.1","1.33","","","","","","","","","","","","","","","","","","","","","","","","","568184",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5679","8.5679","-80.0294","-80.0294","SAE","","","s_GT-05-30-06-1A [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","69.16","0.22","","17.17","","","","2.26","4.11","1.05","0.06","","1.39","4.24","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","31","38","","","","","","18","681","5.52","73","3.03","","","","","","","","","","","","","592.95","7.37","16.35","1.81","6.91","1.4","0.54","1.3","0.22","0.94","0.47","1.51","","1.05","0.16","1.64","0.27","","","","","","","","","5.34","","1.45","2.21","","","","","","","","","","","","","","","","","","","","","","","","","568185",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","68.73","0.22","","17.37","","","","2.44","4.29","1","0.07","","1.25","4.26","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","14","37","","","","","","15","714","","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568186",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1D [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.83","0.22","","16.77","","","","2.36","4.13","0.97","0.07","","1.2","4.13","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","21","39","","","","","","14","715","5.47","65","1.93","","","","","","","","","","","","","531.09","7.21","14.37","1.63","6.61","1.39","0.71","1.49","0.21","0.98","0.18","0.37","","0.55","0.04","1.58","0.07","","","","","","","","","3.78","","1.11","0.78","","","","","","","","","","","","","","","","","","","","","","","","","568187",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5438","8.5438","-80.0068","-80.0068","SAE","","","s_GT-05-30-06-1E [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","69.46","0.21","","16.83","","","","2.3","4.12","1.01","0.06","","1.39","4.27","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","36","","","","","","17","697","4.76","63","2.12","","","","","","","","","","","","","558.5","7.33","15.28","1.67","6.46","1.36","0.49","1.31","0.23","0.89","0.12","0.23","","0.46","0.03","1.52","0.09","","","","","","","","","4.71","","1.13","0.78","","","","","","","","","","","","","","","","","","","","","","","","","568188",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5508","8.5508","-80.0157","-80.0157","SAE","","","s_GT-05-30-06-2B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","68.63","0.22","","17.75","","","","2.37","4.06","0.96","0.07","","1.28","4.35","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","18","39","","","","","","16","686","5.04","70","2.56","","","","","","","","","","","","","627.18","6.87","15.22","1.56","5.95","1.17","0.5","1.13","0.18","0.83","0.14","0.39","","0.48","0.08","1.69","0.22","","","","","","","","","5.18","","1.13","1.02","","","","","","","","","","","","","","","","","","","","","","","","","568189",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5508","8.5508","-80.0157","-80.0157","SAE","","","s_GT-05-30-06-2H [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","67.61","0.24","","18.32","","","","2.6","4.28","1","0.07","","1.2","4.32","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","32","41","","","","","","16","703","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568190",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5679","8.5679","-80.0294","-80.0294","SAE","","","s_GT-05-30-06-4B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","68.67","0.2","","18.52","","","","2.27","3.84","0.89","0.06","","1.24","4.02","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","32","37","","","","","","15","661","7.43","67","2.89","","","","","","","","","","","","","621.2","7.13","16.39","1.81","7.04","1.59","0.59","1.58","0.25","1.26","0.21","0.64","","0.71","0.1","1.75","0.26","","","","","","","","","5.28","","1.25","1.03","","","","","","","","","","","","","","","","","","","","","","","","","568191",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5904","8.5904","-80.1066","-80.1066","SAE","","","s_HG-05-30-06-1A [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66","0.2","","16.13","","","","2.17","3.96","0.92","0.07","","1.36","3.98","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","17","38","","","","","","17","738","5.36","70.31","2.03","","","","","","","","","","","","","577.8","7.87","15.05","1.68","6.7","1.4","0.51","1.43","0.2","0.9","0.17","0.26","","0.49","0.03","1.67","0.12","","","","","","","","","4.98","","1.25","0.87","","","","","","","","","","","","","","","","","","","","","","","","","568192",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5076","8.5076","-79.9528","-79.9528","SAE","","","s_HG-05-30-06-1B [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","65.76","0.2","","16.61","","","","2.18","4.05","0.92","0.06","","1.36","4.03","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","28","37","","","","","","15","712","5.06","72.49","1.95","","","","","","","","","","","","","562.42","7.44","15","1.64","6.69","1.39","0.5","1.39","0.2","0.88","0.17","0.34","","0.6","0.04","1.75","0.11","","","","","","","","","3.91","","1.28","0.85","","","","","","","","","","","","","","","","","","","","","","","","","568193",
"[15743]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL VALLE / EL HATO UNIT","","8.5076","8.5076","-79.9528","-79.9528","SAE","","","s_HG-05-30-06-1D [15743]","ADAKITE [15743]","","","","","","","","","VOL","","","","","WR [15743] ","66.4","0.21","","16.52","","","","2.27","3.84","0.9","0.07","","1.33","3.76","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","22","40","","","","","","15","684","5.39","71.85","1.9","","","","","","","","","","","","","569.33","7.69","15.74","1.68","6.76","1.45","0.47","1.4","0.21","0.92","0.17","0.38","","0.64","0.03","1.74","0.13","","","","","","","","","4.82","","1.39","0.89","","","","","","","","","","","","","","","","","","","","","","","","","568194",
